Run,Event,E,px,py,pz,pt,eta,phi,Q,MET,phiMET,Mt
146944,121159304,57.25,-32.91,4.45,46.63,33.21,1.14,3.01,-1,34.43,1.07,55.69
146944,120706369,46.77,42.65,-14.68,-12.38,45.10,-0.27,-0.33,1,39.00,2.75,83.84
146944,121823409,238.72,14.62,62.38,229.96,64.07,1.99,1.34,-1,27.92,0.54,33.13
146944,121251074,61.79,-29.74,-2.63,-54.10,29.85,-1.36,-3.05,-1,10.03,-1.20,27.71
146944,121319779,30.23,-8.33,-24.98,-14.85,26.33,-0.54,-1.89,-1,12.55,1.96,34.06
146944,121900828,59.89,17.52,23.26,52.34,29.12,1.35,0.93,-1,6.25,-2.28,26.97
146944,122216569,70.49,32.52,2.06,62.51,32.58,1.41,0.06,-1,23.08,3.10,54.77
146944,122852131,57.10,35.46,22.79,38.52,42.15,0.82,0.57,-1,21.62,-2.89,59.62
146944,123164476,51.22,26.42,-39.31,19.52,47.36,0.40,-0.98,-1,11.89,-3.10,41.39
146944,122220918,118.30,-13.51,21.85,-115.47,25.69,-2.21,2.12,-1,4.74,-1.91,19.93
146944,122673967,31.77,-22.47,21.58,6.20,31.16,0.20,2.38,-1,55.96,-1.04,82.73
146944,124896481,31.83,15.50,22.98,15.66,27.72,0.54,0.98,1,24.57,-2.19,52.18
146944,124151779,98.79,-42.06,-31.38,-83.71,52.48,-1.25,-2.50,1,44.66,0.04,92.52
146944,124406763,98.57,-5.92,-28.47,-94.18,29.08,-1.89,-1.78,-1,27.97,1.16,56.74
146944,124848131,123.48,13.74,40.84,-115.72,43.09,-1.71,1.25,-1,36.21,-1.92,78.99
146944,123879228,206.91,-16.81,-30.95,203.89,35.22,2.46,-2.07,1,44.51,1.34,78.51
146944,125186428,96.06,-41.74,23.60,83.23,47.95,1.32,2.63,1,38.56,-0.16,84.65
146944,124024285,109.38,11.59,35.77,102.72,37.60,1.73,1.26,1,7.91,-1.13,32.03
146944,128530772,54.62,11.03,25.20,-47.18,27.51,-1.31,1.16,1,9.06,-3.04,27.28
146944,128492247,80.93,-17.81,-21.18,-76.05,27.68,-1.74,-2.27,1,23.92,0.96,51.42
146944,129063136,52.72,-23.66,13.18,45.23,27.09,1.29,2.63,-1,43.94,-0.17,68.01
146944,128474034,40.61,-34.65,7.03,-19.98,35.36,-0.54,2.94,-1,36.22,-0.15,71.55
146944,132257484,59.62,16.30,25.71,51.27,30.44,1.29,1.01,1,21.00,-2.66,48.83
146944,131726349,38.33,-3.49,28.38,-25.53,28.59,-0.80,1.69,1,55.53,-1.23,79.20
146944,132287013,143.52,-1.70,26.02,141.13,26.07,2.39,1.64,1,8.25,-1.30,29.19
146944,131338248,105.30,27.83,-8.12,101.23,28.99,1.96,-0.28,1,7.76,-0.04,3.61
146944,132280034,116.34,25.30,8.15,113.26,26.58,2.16,0.31,1,4.19,-2.57,20.93
146944,134932518,51.27,-31.62,-15.36,-37.32,35.15,-0.92,-2.69,1,39.12,0.41,74.15
146944,135385896,105.03,-15.47,24.58,100.93,29.05,1.96,2.13,1,5.40,0.81,15.39
146944,134621354,53.51,18.43,-35.41,35.63,39.92,0.80,-1.09,1,16.77,-0.57,13.43
146944,135748346,71.37,-21.81,31.65,60.13,38.44,1.23,2.17,-1,4.09,0.93,14.62
146944,145689764,194.78,-12.76,-30.44,191.96,33.01,2.46,-1.97,1,16.18,1.02,46.08
146944,146015751,41.68,-25.55,-10.80,-31.11,27.74,-0.96,-2.74,1,29.32,0.65,56.58
146944,145107936,74.31,6.37,-24.23,69.96,25.06,1.75,-1.31,1,37.61,1.92,61.33
146944,155889666,196.74,-23.13,-25.44,-193.71,34.38,-2.43,-2.31,1,24.11,1.06,57.20
146944,156551466,109.70,21.19,22.86,105.18,31.17,1.93,0.82,1,11.80,-1.85,37.32
146944,156249821,51.42,-20.71,-19.33,42.91,28.33,1.20,-2.39,1,17.86,0.68,44.96
146944,155213230,217.16,-27.80,33.61,212.73,43.62,2.29,2.26,1,2.07,-1.28,18.60
146944,156337222,158.80,20.87,25.97,-155.27,33.32,-2.24,0.89,1,7.50,0.58,4.88
146944,155455631,44.17,1.58,38.04,-22.40,38.07,-0.56,1.53,1,30.53,-1.51,68.09
146944,155762440,48.43,33.10,34.03,9.57,47.47,0.20,0.80,-1,43.67,-2.42,90.98
146944,162523811,301.80,-46.36,21.37,297.45,51.05,2.46,2.71,-1,20.28,-2.84,23.19
146944,162484732,49.10,-17.09,-32.58,32.52,36.79,0.80,-2.05,-1,20.33,1.83,50.97
146944,162562868,139.56,-7.90,-68.82,-121.15,69.27,-1.33,-1.69,-1,9.32,-0.25,33.51
146944,162293093,186.04,28.82,14.56,183.22,32.29,2.44,0.47,-1,6.56,-2.96,28.80
146944,161237231,27.19,-27.09,-1.11,2.00,27.11,0.07,-3.10,1,12.88,0.57,36.07
146944,161211816,39.09,-39.07,-1.04,0.73,39.09,0.02,-3.11,1,41.05,-0.00,80.10
146944,162271073,52.44,32.50,-31.10,-26.96,44.98,-0.57,-0.76,1,27.68,1.76,67.20
146944,162157370,58.72,26.59,-26.25,45.30,37.36,1.02,-0.78,1,34.57,2.47,71.77
146944,166253307,39.81,-27.11,8.12,-28.00,28.30,-0.87,2.85,1,58.96,-1.13,74.60
146944,166421523,63.21,24.23,17.50,-55.69,29.89,-1.38,0.63,1,11.96,1.12,9.22
146944,187863806,79.74,-22.12,20.42,73.84,30.11,1.63,2.40,1,49.15,-0.90,76.72
146944,189162466,36.58,-31.88,16.75,6.44,36.01,0.18,2.66,-1,40.84,-0.54,76.67
146944,196181158,42.97,-42.06,-4.22,-7.75,42.27,-0.18,-3.04,1,16.76,1.01,47.76
146944,195420375,171.01,17.81,33.24,-166.80,37.71,-2.19,1.08,1,8.68,-2.44,35.55
146944,195676305,43.13,23.84,-8.37,-34.96,25.26,-1.13,-0.34,-1,25.30,2.54,50.13
146944,196382906,492.94,127.77,48.45,473.62,136.65,1.96,0.36,1,34.14,-2.85,136.51
146944,196451506,78.43,-28.53,-6.36,-72.78,29.23,-1.64,-2.92,1,18.71,0.33,46.70
146944,195821027,51.11,-17.90,33.36,-34.33,37.86,-0.81,2.06,-1,35.76,-1.16,73.53
146944,202872157,27.55,9.19,-25.08,6.75,26.71,0.25,-1.22,1,26.68,2.03,53.31
146944,202998680,66.33,-21.59,-32.04,53.91,38.64,1.14,-2.16,1,7.80,-0.98,19.31
146944,203698784,49.78,25.92,3.24,-42.38,26.12,-1.26,0.12,-1,23.12,-2.93,49.10
146944,203283410,39.62,-21.55,-18.69,27.49,28.53,0.86,-2.43,1,4.33,-2.17,2.85
146944,206257876,226.76,14.43,36.63,-223.32,39.37,-2.44,1.20,1,32.68,-1.78,71.48
146944,206874276,104.89,4.79,-35.15,98.71,35.48,1.75,-1.44,1,32.24,1.64,67.60
146944,206698974,191.75,30.15,11.72,-189.00,32.35,-2.47,0.37,-1,8.64,2.98,32.26
146944,206733119,50.26,-8.32,-40.22,28.96,41.07,0.66,-1.77,-1,29.26,1.06,68.51
146944,206781695,140.93,-20.58,31.65,135.78,37.75,1.99,2.15,-1,6.75,0.08,27.44
146944,210386870,35.97,-19.27,29.12,-8.64,34.92,-0.24,2.16,1,56.04,-1.89,79.67
146944,210544854,136.62,-41.01,-19.42,128.86,45.37,1.77,-2.70,1,23.00,0.20,64.15
146944,209871288,46.23,-26.91,-12.15,-35.57,29.53,-1.02,-2.72,1,31.02,0.42,60.53
146944,210318337,43.07,2.78,-27.37,33.14,27.51,1.02,-1.47,-1,27.90,2.19,53.53
146944,210267730,79.23,-12.46,-38.11,68.34,40.09,1.30,-1.89,-1,35.39,1.15,75.23
146944,210606274,51.85,-5.68,-31.51,-40.78,32.01,-1.06,-1.75,1,22.80,1.42,54.02
146944,210795650,44.03,-17.38,-27.71,29.48,32.71,0.81,-2.13,-1,4.65,2.41,18.83
146944,210849180,39.92,13.75,37.22,4.39,39.68,0.11,1.22,-1,41.25,-1.90,80.90
146944,210886604,167.34,-25.98,-15.94,164.54,30.48,2.39,-2.59,-1,14.35,-2.91,6.56
146944,210524661,53.94,-13.02,-26.76,-44.98,29.76,-1.20,-2.02,1,25.84,0.69,54.20
146944,216809175,202.59,-5.57,-32.91,199.82,33.38,2.49,-1.74,1,17.44,-0.52,27.69
146944,216732313,41.94,9.61,-33.19,23.78,34.55,0.64,-1.29,1,46.55,1.23,76.30
146944,215933963,91.04,20.35,22.01,85.96,29.98,1.78,0.82,-1,15.00,-2.76,41.37
146944,216082908,128.60,-22.98,33.82,121.93,40.89,1.81,2.17,-1,6.82,0.16,28.15
146944,217999975,134.15,17.18,-23.86,-130.89,29.40,-2.20,-0.95,1,45.01,2.36,72.51
146944,217908185,46.76,-28.29,-0.60,37.23,28.30,1.09,-3.12,1,34.75,-0.24,62.18
146944,222423326,86.75,6.15,-30.33,81.05,30.95,1.69,-1.37,-1,71.00,0.03,60.48
146944,222926223,32.03,-19.44,-25.39,1.80,31.98,0.06,-2.22,1,26.71,0.68,58.06
146944,221700088,33.21,31.84,-8.82,3.37,33.03,0.10,-0.27,1,26.56,2.81,59.21
146944,221878744,70.10,-5.70,-34.98,60.49,35.44,1.30,-1.73,-1,45.28,1.22,79.77
146944,222002352,54.09,28.48,-2.00,-45.94,28.55,-1.25,-0.07,-1,15.01,3.10,41.40
146944,222291914,122.04,-11.23,23.96,119.14,26.46,2.21,2.01,-1,5.43,-0.25,21.66
146944,223071738,71.05,-50.98,24.30,-43.11,56.47,-0.70,2.70,-1,126.65,1.77,75.97
146944,222086763,147.51,16.13,27.71,-143.98,32.06,-2.21,1.04,1,13.83,2.06,20.56
146944,222109229,47.38,-20.09,-19.90,38.02,28.28,1.11,-2.36,-1,7.27,-0.25,24.93
146944,233788750,59.78,-23.66,19.03,51.49,30.36,1.30,2.46,1,3.47,-0.81,20.48
146944,234732310,31.60,15.62,-23.59,14.07,28.30,0.48,-0.99,1,7.93,2.54,29.41
146944,235389856,108.34,31.92,-20.24,-101.53,37.80,-1.71,-0.57,-1,30.21,2.41,67.34
146944,235815008,26.85,11.63,22.18,9.69,25.04,0.38,1.09,-1,35.34,-2.04,59.49
146944,235850106,42.80,4.07,-27.38,-32.64,27.68,-1.00,-1.42,-1,7.80,-2.76,18.26
146944,234820830,50.21,14.35,32.35,35.62,35.38,0.89,1.15,1,41.04,-1.43,73.26
146944,235189262,39.68,18.00,19.16,-29.73,26.29,-0.97,0.82,1,32.07,-2.17,57.90
146944,235520278,38.11,24.99,27.27,-9.18,36.99,-0.25,0.83,-1,29.33,-2.13,65.60
146944,240611096,123.23,-1.98,-32.93,-118.73,32.99,-1.99,-1.63,1,29.84,1.54,62.74
146944,239385929,52.96,29.09,-44.12,3.42,52.85,0.06,-0.99,-1,8.98,2.56,42.69
146944,239222618,97.54,27.00,3.89,-93.65,27.28,-1.95,0.14,-1,6.05,-0.70,10.49
146944,239262986,193.96,21.67,30.33,-190.35,37.28,-2.33,0.95,1,29.97,-1.94,66.33
146944,239647602,61.92,32.72,5.44,-52.29,33.17,-1.24,0.16,1,31.70,-2.97,64.85
146944,239466715,90.20,10.55,-42.56,78.83,43.85,1.35,-1.33,1,30.66,1.88,73.29
146944,239951883,34.33,27.30,5.31,20.12,27.81,0.67,0.19,-1,9.83,2.73,31.59
146944,240072523,244.51,-11.77,38.60,-241.16,40.35,-2.49,1.87,-1,20.91,-0.96,57.38
146944,240360620,128.31,21.88,22.33,-124.44,31.26,-2.09,0.80,1,28.68,-2.32,59.88
146944,239592245,311.94,56.70,-6.95,-306.67,57.13,-2.38,-0.12,1,37.86,2.68,91.69
146944,239783055,58.36,27.54,-7.81,-50.86,28.62,-1.34,-0.28,1,11.33,2.18,33.92
146944,242892496,74.35,9.66,26.38,68.84,28.09,1.63,1.22,-1,20.13,-1.84,47.51
146944,243277841,30.36,-15.08,21.84,-14.74,26.55,-0.53,2.18,-1,8.57,-1.61,28.61
146944,242818466,72.18,31.07,-23.13,-60.90,38.74,-1.23,-0.64,1,34.63,2.59,73.18
146944,243262994,118.39,16.58,23.20,-114.91,28.51,-2.10,0.95,-1,20.07,-2.34,47.72
146944,242572580,217.96,-10.01,37.87,-214.42,39.17,-2.40,1.83,-1,3.66,-2.67,18.62
146944,243392644,55.74,-38.07,-8.10,39.90,38.92,0.90,-2.93,1,38.06,0.10,76.86
146944,242589117,271.99,-32.19,-33.40,-268.00,46.39,-2.45,-2.34,-1,33.25,-2.10,9.14
146944,207063316,133.25,35.30,-8.91,128.18,36.40,1.97,-0.25,-1,32.05,2.93,68.31
146944,207319054,44.49,16.24,28.30,-30.24,32.63,-0.83,1.05,1,16.84,-2.40,46.34
146944,206928399,153.13,13.06,-21.98,-150.98,25.56,-2.48,-1.03,-1,23.09,2.27,48.43
146944,207316855,33.43,-18.15,-25.06,-12.66,30.94,-0.40,-2.20,-1,22.44,1.48,50.85
146944,207851362,36.22,-24.38,-12.41,-23.73,27.36,-0.78,-2.67,1,26.52,0.24,53.50
146944,208223322,192.78,-22.20,26.57,189.64,34.63,2.40,2.27,-1,11.87,-0.74,40.45
146944,207058976,46.49,-13.09,40.03,-19.69,42.12,-0.45,1.89,1,32.59,-1.45,73.74
146944,208272700,68.12,-15.15,22.83,-62.37,27.40,-1.56,2.16,-1,30.96,-1.02,58.24
146944,209118430,43.89,26.87,-8.14,33.73,28.07,1.02,-0.29,1,30.96,2.88,58.96
146944,209432703,77.29,-5.31,-26.93,72.26,27.45,1.70,-1.77,1,31.81,1.37,59.10
146944,208508856,204.24,58.90,-2.55,-195.55,58.96,-1.91,-0.04,1,24.59,-1.69,55.98
146944,208512737,112.78,34.43,9.11,107.01,35.61,1.82,0.26,1,30.90,-2.80,66.29
146944,209005266,95.73,-37.54,-5.31,87.91,37.91,1.58,-3.00,-1,41.42,0.18,79.23
146944,209664418,137.20,-1.33,-25.23,134.85,25.27,2.38,-1.62,-1,6.81,1.37,26.15
146944,208459525,193.58,25.53,38.99,-187.89,46.61,-2.10,0.99,-1,22.62,-2.29,64.80
146944,208971917,43.32,10.11,-31.40,-28.08,32.99,-0.77,-1.26,-1,55.18,3.08,70.39
146944,211575679,44.71,-7.54,33.44,-28.69,34.28,-0.76,1.79,1,32.07,-1.35,66.32
146944,211680351,145.26,-30.64,-1.20,-141.99,30.67,-2.24,-3.10,-1,34.45,0.06,65.00
146944,212636615,57.33,-9.14,25.11,50.72,26.73,1.40,1.92,1,1.87,-2.89,9.49
146944,211321793,222.78,39.41,-19.57,-218.39,44.00,-2.31,-0.46,-1,46.59,2.82,90.35
146944,211546273,41.16,-4.82,-37.27,16.79,37.58,0.43,-1.70,-1,38.30,1.38,75.84
146944,212316249,94.67,-49.75,14.02,79.31,51.69,1.21,2.87,-1,5.63,0.00,33.81
146944,212254010,99.92,-22.36,13.65,-96.42,26.19,-2.01,2.59,-1,19.11,-0.64,44.71
146944,211409019,190.04,-33.53,10.23,186.78,35.05,2.37,2.85,1,9.65,1.12,27.94
146944,213566918,46.61,-23.83,-9.33,38.95,25.59,1.21,-2.77,1,17.91,-0.67,37.08
146944,213894343,67.16,-29.82,35.60,-48.52,46.44,-0.91,2.27,1,25.29,-0.98,68.45
146944,213373168,152.86,-12.85,23.87,150.44,27.11,2.41,2.06,1,7.84,3.00,13.13
146944,213561776,160.30,-16.73,-23.22,157.73,28.62,2.41,-2.20,1,6.56,0.40,26.38
146944,212765897,88.82,-59.91,-24.74,60.73,64.81,0.84,-2.75,-1,54.86,0.46,119.19
146944,214232938,36.57,-35.36,-4.02,8.41,35.59,0.23,-3.03,1,25.18,-1.57,39.90
146944,212863083,57.98,-25.02,-28.10,44.11,37.62,1.00,-2.30,1,35.23,0.87,72.81
146944,213317013,110.14,16.28,21.32,-106.82,26.83,-2.09,0.92,1,3.96,0.59,3.35
146944,299642356,163.11,20.59,19.87,160.58,28.62,2.43,0.77,1,10.65,-1.18,28.92
146944,301991840,37.79,-26.00,18.30,20.42,31.80,0.60,2.53,1,33.72,-0.97,64.47
146944,301979121,43.72,15.53,-36.01,-19.33,39.22,-0.47,-1.16,1,6.71,-1.03,2.18
146944,302630137,34.18,15.57,-25.72,-16.26,30.07,-0.52,-1.03,1,29.10,2.24,59.04
146944,302469922,62.78,23.46,-20.93,-54.34,31.43,-1.32,-0.73,-1,38.46,2.29,69.41
146944,302580626,211.42,34.28,-15.74,-208.03,37.72,-2.41,-0.43,1,17.73,2.79,51.69
146944,302822347,50.64,-22.56,-21.63,-39.85,31.25,-1.06,-2.38,-1,17.85,1.34,45.28
146944,302396300,30.14,-16.03,-21.32,14.04,26.67,0.50,-2.22,-1,9.21,-1.55,10.21
146944,304068309,33.17,-1.93,30.49,-12.91,30.56,-0.41,1.63,1,30.63,-1.93,59.84
146944,303909438,45.61,-30.88,24.20,23.26,39.23,0.56,2.48,-1,36.27,-0.27,73.95
146944,303531735,51.25,-17.46,-25.26,-41.03,30.71,-1.10,-2.18,-1,35.62,0.73,65.69
146944,303600055,77.81,-25.94,-11.40,-72.47,28.33,-1.67,-2.73,-1,35.77,0.32,63.60
146944,304012138,28.66,25.19,7.93,-11.12,26.41,-0.41,0.30,1,24.93,-2.98,51.19
146944,303890036,28.51,25.60,-2.76,12.26,25.75,0.46,-0.11,1,35.00,2.86,59.80
146944,392404425,65.31,35.60,-11.36,53.57,37.37,1.16,-0.31,1,39.48,2.78,76.79
146944,392036826,154.21,48.13,-11.20,146.08,49.42,1.80,-0.23,1,4.82,-1.01,11.82
146944,392494714,64.39,-19.21,23.24,-56.90,30.15,-1.39,2.26,-1,53.31,-1.24,78.91
146944,392471827,38.78,-25.35,26.11,-13.41,36.39,-0.36,2.34,-1,36.32,-0.45,71.61
146944,392612091,84.74,57.10,5.02,-62.41,57.32,-0.94,0.09,1,41.90,-2.91,97.77
146944,391783557,46.01,20.59,31.92,25.96,37.98,0.64,1.00,1,17.23,-1.66,49.68
146944,392360414,71.59,9.64,23.54,-66.91,25.44,-1.69,1.18,-1,11.15,2.38,19.00
146944,392334855,62.74,-38.49,3.35,49.43,38.64,1.07,3.05,-1,37.17,-0.08,75.79
146944,393686426,133.62,27.25,-2.27,-130.79,27.34,-2.27,-0.08,1,7.48,-0.23,2.16
146944,393339212,71.26,20.89,-25.80,-63.06,33.19,-1.40,-0.89,-1,46.51,-3.13,70.79
146944,401199406,177.04,34.57,20.74,-172.39,40.31,-2.16,0.54,-1,21.89,-2.85,58.94
146944,400612841,93.55,54.38,31.88,69.11,63.04,0.95,0.53,-1,39.72,2.92,93.08
146944,402443966,206.58,-41.71,-20.48,201.29,46.46,2.17,-2.69,1,26.51,0.57,70.09
146944,402703663,44.76,-40.50,-2.82,-18.84,40.60,-0.45,-3.07,1,38.85,0.04,79.42
146944,402349280,50.52,-36.59,-8.93,33.66,37.67,0.80,-2.90,-1,37.43,0.32,75.04
146944,401856729,184.85,9.49,-29.32,182.27,30.81,2.48,-1.26,-1,3.75,1.07,19.74
146944,402645434,57.09,-42.66,12.11,35.94,44.35,0.74,2.87,-1,40.41,-0.42,84.45
146944,403356477,40.30,21.44,-21.07,-26.85,30.06,-0.80,-0.78,1,25.33,2.65,54.64
146944,403728157,106.17,-20.50,23.15,-101.57,30.92,-1.90,2.30,1,35.06,-0.83,65.85
146944,403283631,28.68,19.17,19.84,7.85,27.59,0.28,0.80,1,35.89,-2.26,62.89
146944,402999642,29.37,-21.14,14.65,14.17,25.72,0.53,2.54,1,27.67,-0.79,53.14
146944,405078350,172.09,-27.56,-11.87,-169.45,30.01,-2.43,-2.73,1,28.69,0.72,57.95
146944,405167374,164.43,-31.00,2.49,-161.47,31.10,-2.35,3.06,1,22.22,0.10,52.37
146944,405128273,48.69,36.65,30.07,11.12,47.40,0.23,0.69,1,58.56,-2.41,105.35
146944,405271537,38.67,12.91,36.44,-0.78,38.66,-0.02,1.23,1,38.06,-2.29,75.35
146944,405365076,62.56,-7.68,40.27,47.25,40.99,0.99,1.76,1,50.61,-1.24,90.87
146944,415041745,104.46,-23.14,-13.78,-100.93,26.93,-2.03,-2.60,1,24.85,0.24,51.15
146944,415393724,44.83,24.21,36.87,-8.01,44.11,-0.18,0.99,1,46.94,-2.06,90.90
146944,415424565,52.55,38.12,14.55,-33.12,40.80,-0.74,0.36,-1,52.62,-2.97,92.25
146944,415483631,57.72,20.43,-50.65,18.66,54.62,0.34,-1.19,-1,55.70,2.03,110.23
146944,416497095,132.06,21.67,12.90,-129.63,25.22,-2.34,0.54,-1,8.96,-2.56,30.06
146944,415404808,81.49,-31.35,23.95,-71.30,39.45,-1.35,2.49,1,21.08,-0.91,57.20
146944,415473041,52.97,-22.48,35.63,32.11,42.13,0.70,2.13,-1,5.62,0.82,18.81
146944,415497769,40.67,-16.77,35.39,-10.98,39.16,-0.28,2.01,1,42.12,-1.14,81.22
146944,419450436,55.72,-15.07,-37.66,-38.20,40.56,-0.84,-1.95,-1,41.78,1.42,81.80
146944,419799196,196.27,-31.98,11.35,-193.32,33.93,-2.44,2.80,-1,29.14,-0.38,62.88
146944,420107950,172.93,20.58,-35.77,167.93,41.27,2.11,-1.05,-1,24.70,2.02,63.81
146944,420604493,50.20,32.90,0.39,37.91,32.90,0.99,0.01,1,26.33,1.80,45.83
146944,419990632,48.00,10.31,31.58,34.64,33.22,0.91,1.26,-1,37.67,-1.68,70.39
146944,419420081,114.82,32.60,18.77,-108.49,37.62,-1.78,0.52,1,26.26,-2.63,62.86
146944,419617865,181.67,-5.01,35.98,178.00,36.32,2.29,1.71,1,38.92,-1.62,74.87
146944,419995841,211.66,1.96,36.47,208.49,36.52,2.44,1.52,1,21.45,-1.70,55.94
146944,420094457,38.30,-28.25,23.29,-11.21,36.62,-0.30,2.45,1,38.18,-0.59,74.69
146944,421115418,66.54,-35.86,-13.36,54.43,38.27,1.15,-2.78,-1,41.37,0.08,78.82
146944,421127236,48.11,35.70,10.02,-30.66,37.08,-0.75,0.27,1,21.47,-2.93,56.40
146944,421721333,50.75,19.77,-22.21,-41.13,29.73,-1.13,-0.84,-1,15.26,-2.34,28.97
146944,421278790,89.27,23.45,-33.93,79.17,41.25,1.41,-0.97,1,42.54,2.33,83.51
146944,421556567,30.82,11.19,-26.16,11.85,28.45,0.41,-1.17,-1,13.04,2.82,35.12
146944,421364160,52.43,18.55,23.37,-43.11,29.84,-1.16,0.90,1,37.41,-2.02,66.43
146944,421607617,180.98,29.22,13.47,178.10,32.18,2.41,0.43,-1,10.74,0.36,1.25
146944,421617697,145.69,-9.04,-37.64,-140.45,38.71,-2.00,-1.81,-1,6.53,-0.15,23.48
146944,104416943,62.73,-4.92,-32.32,53.54,32.69,1.27,-1.72,-1,4.70,1.69,24.57
146944,105116671,206.32,-33.10,18.76,-202.78,38.05,-2.38,2.63,-1,27.48,-0.77,64.14
146944,104488192,46.30,-15.61,24.45,36.09,29.01,1.04,2.14,1,21.11,-0.87,49.38
146944,105056984,120.20,29.28,8.60,-116.26,30.52,-2.05,0.29,1,24.10,-2.89,54.23
146944,104883322,112.55,27.94,-17.50,107.62,32.97,1.90,-0.56,1,27.69,3.08,58.56
146944,104152148,65.61,35.61,-21.07,-50.92,41.38,-1.04,-0.53,1,19.40,-2.29,43.65
146944,104536276,75.69,-50.61,-6.99,55.85,51.09,0.95,-3.00,1,23.23,-1.85,37.50
146944,104673645,222.81,-1.65,38.13,219.52,38.17,2.45,1.61,1,12.00,2.38,16.07
146944,105242117,59.70,26.46,-8.66,-52.82,27.84,-1.40,-0.32,1,33.78,2.79,61.32
146944,151909513,163.54,-17.10,31.42,159.58,35.77,2.20,2.07,1,15.33,-0.40,44.21
146944,151485214,53.54,44.92,-13.55,-25.79,46.92,-0.53,-0.29,-1,20.59,1.07,39.22
146944,150965455,100.19,-22.20,-42.87,87.79,48.28,1.36,-2.05,-1,12.44,2.17,42.09
146944,151823127,191.63,29.39,11.14,-189.04,31.43,-2.49,0.36,1,13.60,0.69,6.81
146944,152734713,112.79,14.11,26.46,108.73,29.99,2.00,1.08,-1,47.13,-2.14,75.12
146944,152779611,34.99,-5.34,-33.14,-9.89,33.56,-0.29,-1.73,1,26.32,1.79,58.41
146944,153141379,30.70,15.01,-25.61,-7.84,29.69,-0.26,-1.04,1,7.79,-0.70,5.10
146944,152676268,82.03,-7.85,-52.83,62.26,53.41,0.99,-1.72,-1,22.22,1.78,67.80
146944,152901463,60.61,26.67,16.63,51.83,31.42,1.27,0.56,1,34.43,-2.71,65.65
146944,152755104,185.16,14.55,40.64,180.06,43.17,2.14,1.23,-1,61.57,-2.38,100.34
146944,171779466,209.43,19.22,31.11,-206.21,36.57,-2.43,1.02,1,23.25,-1.74,57.25
146944,171845787,60.21,31.75,-39.40,32.62,50.60,0.61,-0.89,-1,38.74,2.25,88.55
146944,172000228,69.57,-2.03,-34.86,-60.18,34.92,-1.31,-1.63,-1,13.64,-1.16,10.09
146944,179214587,34.88,-34.26,1.21,-6.44,34.28,-0.19,3.11,-1,32.89,-0.10,67.13
146944,180126597,71.12,21.77,-33.02,-59.11,39.56,-1.19,-0.99,1,12.74,2.16,44.89
146944,185973954,146.97,-29.59,-19.29,142.66,35.32,2.10,-2.56,1,44.92,0.59,79.65
146944,185801259,107.73,-39.21,3.51,-100.28,39.37,-1.66,3.05,-1,34.23,-0.26,73.16
146944,185017006,72.33,-18.87,-33.54,61.24,38.48,1.24,-2.08,-1,30.21,1.11,68.17
146944,185289511,191.06,36.60,41.70,182.83,55.48,1.91,0.85,1,41.48,-1.39,86.31
146944,185739599,74.41,26.19,-8.65,-69.11,27.58,-1.65,-0.32,-1,34.43,2.93,61.54
146944,185420880,26.45,25.63,-1.23,-6.44,25.66,-0.25,-0.05,1,25.66,2.79,50.73
146944,187834825,192.60,13.45,31.61,-189.52,34.35,-2.41,1.17,-1,11.47,-2.55,38.07
146944,188021197,65.86,20.93,15.34,60.53,25.95,1.58,0.63,1,5.75,-0.15,9.29
146944,188554046,77.66,-14.67,-74.25,17.44,75.68,0.23,-1.77,-1,24.45,0.77,82.09
146944,188399343,85.75,40.35,0.64,-75.66,40.35,-1.39,0.02,1,41.98,3.01,82.08
